band_size,band_fraction,precision,positives_in_band,recall,threshold,feasible,binding
1980,0.060091047040971166,0.5404040404040404,1070,0.28825431034482757,0.864695574793776,True,
1981,0.060121396054628226,0.5406360424028268,1071,0.2885237068965517,0.8641907011935983,True,
1982,0.06015174506828528,0.5408678102926338,1072,0.28879310344827586,0.8641126278401119,True,
1983,0.06018209408194234,0.5410993444276349,1073,0.2890625,0.8637245279117397,True,
1985,0.06024279210925645,0.5410579345088161,1074,0.28933189655172414,0.8636976496470403,True,
2002,0.0607587253414264,0.538961038961039,1079,0.2906788793103448,0.8633402516882687,True,
2003,0.06078907435508346,0.5386919620569146,1079,0.2906788793103448,0.8632554749117881,True,
2006,0.06088012139605463,0.5388833499501495,1081,0.2912176724137931,0.8630335340535521,True,
2007,0.06091047040971168,0.5391131041355257,1082,0.29148706896551724,0.8624721049446412,True,
2015,0.06115326251896813,0.5379652605459057,1084,0.2920258620689655,0.8624428556910166,True,
2017,0.061213960546282246,0.5374318294496777,1084,0.2920258620689655,0.8623279699607102,True,
2018,0.0612443095599393,0.5371655104063429,1084,0.2920258620689655,0.8622646173707395,True,
2019,0.06127465857359636,0.5373947498761763,1085,0.29229525862068967,0.8613805852715042,True,
2131,0.06467374810318664,0.5330830595964337,1136,0.30603448275862066,0.860954642478468,True,
2136,0.06482549317147193,0.5323033707865169,1137,0.3063038793103448,0.8606745292013296,True,
2137,0.06485584218512898,0.5325222274216191,1138,0.30657327586206895,0.8605233703716096,True,
2140,0.06494688922610015,0.5331775700934579,1141,0.3073814655172414,0.8599149752241267,True,
2141,0.0649772382397572,0.5329285380663241,1141,0.3073814655172414,0.8597117344598384,True,
2146,0.06512898330804248,0.532618825722274,1143,0.30792025862068967,0.8596921859778578,True,
2147,0.06515933232169954,0.5323707498835585,1143,0.30792025862068967,0.8595020342246489,True,
2165,0.06570561456752655,0.5325635103926097,1153,0.31061422413793105,0.8594845432852803,True,
2171,0.0658877086494689,0.5329341317365269,1157,0.31169181034482757,0.8594119555220944,True,
2174,0.06597875569044007,0.5331186752529898,1159,0.31223060344827586,0.8585913929427226,True,
2177,0.06606980273141123,0.532843362425356,1160,0.3125,0.85814748812794,True,
2183,0.06625189681335357,0.5332111772789739,1164,0.3135775862068966,0.8575685156252344,True,
2198,0.06670713201820941,0.5345768880800728,1175,0.31654094827586204,0.8575324314527709,True,
2200,0.06676783004552352,0.5340909090909091,1175,0.31654094827586204,0.8572393875273894,True,
